City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
637,Aguas Vermelhas,BR,63.52,broken clouds,-15.75,-41.46,
639,Abu Samrah,SY,64.4,clear sky,35.3,37.18,
641,Kalemie,CD,71.35,broken clouds,-5.95,29.19,Mahobilali
642,Saint-Joseph,RE,73.4,scattered clouds,-21.37,55.62,"""Plantation Bed and Breakfast"
649,Bukoba,TZ,64.04,scattered clouds,-1.33,31.81,Elct Bukoba Hotel and Tours
650,La Ceiba,HN,79.74,overcast clouds,15.76,-86.78,Hotel Art Deco Beach
651,Yumen,CN,51.08,clear sky,40.28,97.2,
653,Guane,CU,77.09,overcast clouds,22.2,-84.09,base de Campismo LosPortales de Guane
655,Jinchang,CN,52.9,clear sky,38.5,102.17,Mingshihui Jinchang International Hotel
658,Chulakivka,UA,57.2,fog,46.36,32.35,
659,Maryville,US,69.8,broken clouds,35.76,-83.97,Holiday Inn Express & Suites Alcoa (Knoxville Airport)
660,Katsuura,JP,68.0,scattered clouds,35.13,140.3,Katsuura Hotel Mikazuki
661,Quelimane,MZ,66.09,clear sky,-17.88,36.89,Hotel Flamingo
662,Kushima,JP,66.2,scattered clouds,31.46,131.23,Hanaoka
663,Civitavecchia,IT,59.0,light rain,42.09,11.8,Hotel Mediterraneo
664,Cessnock,AU,73.99,moderate rain,-32.83,151.35,The Mighty Hunter Valley (Formerly Potters & Foghorn Brewery)
666,Zvishavane,ZW,64.0,clear sky,-20.33,30.07,Hotel Boutique Runde
667,Salta,AR,73.4,scattered clouds,-24.79,-65.41,Hotel Alejandro I
670,Dunkirk,FR,53.01,broken clouds,51.05,2.37,All Suites Appart Hôtel Dunkerque
671,Panaba,MX,77.09,overcast clouds,21.28,-88.27,Hotel Amor
672,Morant Bay,JM,75.2,overcast clouds,17.88,-76.41,Whispering Bamboo Cove Resort
