City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Cap-Aux-Meules,CA,47.38,-61.86,46.4,70,90,17.22,overcast clouds
364,Kieta,PG,-6.22,155.63,84.04,70,99,2.93,light rain
365,Sitio Novo Do Tocantins,BR,-5.52,-47.46,78.3,70,95,0.94,overcast clouds
366,Narsaq,GL,60.92,-46.05,28.4,68,94,3.36,overcast clouds
367,Mugur-Aksy,RU,50.35,90.5,30.29,87,100,2.71,light snow
368,Kaele,CM,10.11,14.45,75.18,50,20,3.18,few clouds
369,Touros,BR,-5.2,-35.46,77.0,94,75,4.7,broken clouds
370,Verkhnevilyuysk,RU,63.45,120.32,26.92,91,52,7.45,broken clouds
371,Norman Wells,CA,65.28,-126.83,26.6,100,40,4.7,scattered clouds
372,Phirangipuram,IN,16.3,80.27,78.8,83,20,2.24,mist
373,Khash,IR,28.22,61.22,50.43,41,0,6.35,clear sky
374,Taltal,CL,-25.4,-70.48,57.38,72,18,1.34,few clouds
375,Kupang,ID,-10.17,123.58,93.2,56,20,8.05,few clouds
376,Minsk,BY,53.9,27.57,46.4,100,90,2.24,fog
377,Regente Feijo,BR,-22.22,-51.3,71.78,85,100,11.16,overcast clouds
378,Labuhan,ID,-6.88,112.21,87.28,61,5,2.04,clear sky
379,Bud,US,39.45,-86.18,46.99,100,90,5.82,overcast clouds
380,Kununurra,AU,-15.77,128.73,96.8,41,33,5.82,scattered clouds
381,Bowen,AU,-20.02,148.23,84.2,54,40,4.7,light rain
382,Porto Novo,BJ,6.5,2.6,80.6,88,40,8.05,scattered clouds
383,Taoudenni,ML,22.68,-3.98,84.18,14,57,8.01,broken clouds
384,Adrar,MR,20.5,-10.07,84.76,15,71,8.99,broken clouds
385,Nyandoma,RU,61.67,40.2,37.72,100,100,4.54,moderate rain
386,Coihaique,CL,-45.58,-72.07,48.2,87,100,4.7,light rain
387,Williamsport,US,41.24,-77.0,68.0,68,20,16.11,few clouds
388,Baltasi,RU,56.35,50.21,44.06,96,100,10.36,light rain
389,Popondetta,PG,-8.75,148.25,83.89,78,98,2.44,overcast clouds
390,Le Port,RE,-20.94,55.29,75.2,64,90,11.41,overcast clouds
391,Sungaipenuh,ID,-2.08,101.38,77.56,63,100,2.59,heavy intensity rain
392,Hamilton,US,39.18,-84.53,62.6,88,90,23.04,overcast clouds
393,Muriwai Beach,NZ,-36.82,174.45,69.01,77,51,3.0,broken clouds
394,Aktash,RU,50.3,87.73,24.51,94,100,2.66,light snow
395,Meadow Lake,US,34.8,-106.54,57.2,28,20,20.8,few clouds
396,Elliot,ZA,-31.33,27.85,63.48,57,92,9.78,overcast clouds
397,Lethem,GY,3.38,-59.8,81.93,58,0,9.04,clear sky
398,Mutsu,JP,41.29,141.22,55.99,43,40,27.51,scattered clouds
399,Portland,US,45.52,-122.68,55.99,66,90,3.36,overcast clouds
400,Linxia,CN,35.6,103.21,56.68,53,60,4.23,broken clouds
401,Andijon,UZ,40.78,72.34,41.0,86,99,4.47,overcast clouds
402,Lahij,YE,13.17,44.58,73.56,61,5,2.13,clear sky
403,Banda Aceh,ID,5.56,95.32,86.59,61,70,8.25,light rain
404,Beringovskiy,RU,63.05,179.32,33.75,90,100,21.9,overcast clouds
405,Yadgir,IN,16.77,77.13,79.23,73,22,4.81,few clouds
406,Placer,US,39.07,-120.77,55.0,47,0,5.82,clear sky
407,Dongsheng,CN,39.82,109.98,49.84,43,33,13.98,scattered clouds
408,Santarem,BR,-2.44,-54.71,84.2,74,0,6.93,clear sky
409,Robertsport,LR,6.75,-11.37,78.64,81,88,2.21,light rain
410,Flinders,AU,-34.58,150.86,77.0,68,100,4.0,light rain
411,Guerrero Negro,MX,27.98,-114.06,66.92,82,0,12.01,clear sky
412,Siniscola,IT,40.57,9.69,66.2,82,100,9.17,light rain
413,Rio Grande,BR,-32.03,-52.1,64.0,96,100,7.94,overcast clouds
414,Daru,PG,-9.08,143.21,84.34,70,55,10.47,light rain
415,Mezcala,MX,20.93,-102.75,63.79,62,11,1.39,few clouds
416,Gravdal,NO,68.12,13.5,41.61,72,42,15.1,scattered clouds
417,Almaznyy,RU,48.04,40.05,57.2,93,40,8.95,scattered clouds
418,Anadyr,RU,64.75,177.48,26.6,100,90,2.24,fog
419,Vilyuysk,RU,63.76,121.62,25.93,94,93,7.67,overcast clouds
420,Kamaishi,JP,39.27,141.88,53.6,62,75,3.36,broken clouds
421,Marsh Harbour,BS,26.54,-77.06,79.3,77,3,15.05,clear sky
422,Sarai Naurang,PK,32.83,70.78,75.97,18,0,3.78,clear sky
423,Lisakovsk,KZ,52.54,62.49,29.89,97,100,15.26,overcast clouds
424,Otane,NZ,-39.88,176.63,67.82,77,31,4.85,scattered clouds
425,Lasa,IT,46.62,10.7,52.0,100,90,2.77,mist
426,Mokhsogollokh,RU,61.47,128.92,23.02,95,91,3.27,overcast clouds
427,Linhares,BR,-19.39,-40.07,70.47,93,98,4.88,light rain
428,Karatuzskoye,RU,53.61,92.87,38.03,93,100,0.43,light rain
429,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,74.12,95,99,2.57,light rain
430,Ankazoabo,MG,-22.28,44.52,70.38,59,0,3.71,clear sky
431,Fukue,JP,32.69,128.84,60.8,59,75,13.87,broken clouds
432,Loandjili,CG,-4.76,11.86,76.24,86,100,8.57,light rain
433,Mezen,RU,65.85,44.24,26.2,98,99,8.32,overcast clouds
434,Mamontovo,RU,52.71,81.62,31.66,86,100,13.22,overcast clouds
435,Olga,RU,43.74,135.29,40.95,63,100,13.98,overcast clouds
436,Ambilobe,MG,-13.2,49.05,70.66,69,0,5.03,clear sky
437,Tanete,ID,-3.94,119.78,94.91,45,3,5.88,clear sky
438,Deputatskiy,RU,69.3,139.9,13.57,92,100,4.41,overcast clouds
439,Esmeraldas,BR,-19.76,-44.31,66.2,77,75,10.29,broken clouds
440,Payson,US,40.04,-111.73,39.99,47,1,4.7,clear sky
441,Kasongo-Lunda,CD,-6.47,16.82,69.89,93,100,0.34,light rain
442,Tucuman,AR,-26.82,-65.22,75.2,73,90,4.7,overcast clouds
443,Rosarito,MX,32.33,-117.03,66.0,77,75,10.29,broken clouds
444,Murray Bridge,AU,-35.12,139.27,55.0,87,66,5.01,broken clouds
445,Zalantun,CN,48.0,122.72,46.49,51,0,17.96,clear sky
446,San Jose De Guanipa,VE,8.89,-64.17,76.32,82,46,12.3,very heavy rain
447,Vieux-Habitants,GP,16.06,-61.77,82.4,74,40,11.41,scattered clouds
448,Ullapool,GB,57.9,-5.16,45.0,70,100,14.0,moderate rain
449,Padang,ID,-0.95,100.35,85.19,62,100,1.77,overcast clouds
450,Hami,CN,42.8,93.45,58.41,29,4,10.29,clear sky
451,Sept-Iles,CA,50.2,-66.38,36.0,100,90,16.11,mist
452,Rio Hondo,GT,15.07,-89.58,72.03,90,100,1.63,light rain
453,Zhoucun,CN,36.82,117.82,66.0,23,0,3.09,clear sky
454,Alofi,NU,-19.06,-169.92,80.6,74,75,19.46,broken clouds
455,Toila,EE,59.42,27.5,40.17,72,34,9.93,scattered clouds
456,Mao,ES,39.89,4.27,66.2,72,0,6.93,clear sky
457,Skelleftea,SE,64.75,20.95,30.2,80,0,11.41,clear sky
458,Poso,ID,-1.4,120.75,88.95,55,22,5.55,few clouds
459,Bremerton,US,47.57,-122.63,46.99,100,90,6.93,overcast clouds
460,Warwick,US,41.7,-71.42,57.99,93,20,1.3,few clouds
461,Podor,MR,16.65,-14.96,89.51,15,0,10.8,clear sky
462,Townsville,AU,-19.25,146.8,88.0,51,76,12.75,broken clouds
463,Nigde,TR,37.83,34.75,48.81,45,29,2.86,scattered clouds
464,Kailua,US,21.4,-157.74,82.4,83,75,6.93,broken clouds
465,Takoradi,GH,4.88,-1.76,76.64,90,55,5.41,broken clouds
466,Muli,MV,2.92,73.57,82.06,79,35,9.69,scattered clouds
467,Porto Santo,PT,33.07,-16.34,66.2,68,20,3.36,few clouds
468,Shingu,JP,33.73,135.98,66.2,55,75,19.46,broken clouds
469,Lashio,MM,22.93,97.75,75.51,65,100,1.41,overcast clouds
470,Dimapur,IN,25.9,93.73,71.6,95,100,7.05,moderate rain
471,Skibbereen,IE,51.55,-9.27,53.6,93,75,32.21,moderate rain
472,Mayo,US,38.89,-76.51,66.2,100,1,5.82,clear sky
473,Shagonar,RU,51.53,92.8,40.53,69,100,3.58,light rain
474,Los Llanos De Aridane,ES,28.66,-17.92,68.0,68,75,9.17,broken clouds
475,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.28,88,8,9.93,clear sky
476,Nizhniy Tsasuchey,RU,50.52,115.13,40.41,68,0,2.28,clear sky
477,Ahipara,NZ,-35.17,173.17,68.77,69,15,6.51,few clouds
478,Viesca,MX,25.35,-102.8,82.4,28,5,11.79,clear sky
479,Tchibanga,GA,-2.85,11.03,72.23,96,100,2.71,overcast clouds
480,Deniliquin,AU,-35.53,144.97,59.02,79,96,17.56,overcast clouds
481,Huarmey,PE,-10.07,-78.15,62.92,81,98,3.49,overcast clouds
482,San Vicente,AR,-26.62,-54.13,65.98,88,7,3.51,clear sky
483,Haimen,CN,23.19,116.61,71.6,46,0,4.47,clear sky
484,Beaufort,MY,5.35,115.75,82.4,83,20,2.24,moderate rain
485,Vila,PT,42.03,-8.16,52.0,90,97,11.01,overcast clouds
486,Kabinda,CD,-6.13,24.48,68.47,91,99,1.9,overcast clouds
487,Olpad,IN,21.33,72.75,75.2,78,20,5.21,haze
488,Astoria,US,46.19,-123.83,57.0,100,90,9.17,overcast clouds
489,Nantucket,US,41.28,-70.1,57.99,88,90,4.7,overcast clouds
490,Klyuchi,RU,52.27,79.17,30.27,92,94,14.41,overcast clouds
491,Rocky Mount,US,35.94,-77.79,62.6,93,1,4.59,clear sky
492,Kokopo,PG,-4.35,152.26,84.29,69,19,7.74,light rain
493,Denpasar,ID,-8.65,115.22,87.8,74,40,10.29,scattered clouds
494,Xuzhou,CN,34.18,117.16,61.93,31,0,5.95,clear sky
495,Maltahohe,NA,-24.83,16.98,70.68,26,100,10.54,overcast clouds
496,Zhigansk,RU,66.77,123.37,16.81,94,0,15.68,clear sky
497,Srandakan,ID,-7.94,110.25,85.75,66,39,9.93,scattered clouds
498,Diebougou,BF,10.97,-3.25,74.43,49,51,2.59,broken clouds
499,Comodoro Rivadavia,AR,-45.87,-67.5,57.2,62,0,9.01,clear sky
500,Vostok,RU,46.49,135.88,27.97,100,100,13.29,light snow
501,Povenets,RU,62.85,34.83,30.76,96,0,10.47,clear sky
502,Dovolnoye,RU,54.5,79.67,29.97,90,100,12.26,overcast clouds
503,Kabanjahe,ID,3.1,98.49,80.6,94,40,2.24,haze
504,Coari,BR,-4.08,-63.14,74.53,96,97,2.1,moderate rain
505,Thunder Bay,CA,48.4,-89.32,28.0,79,75,3.36,broken clouds
506,Naerbo,NO,58.67,5.65,45.0,99,78,8.01,broken clouds
507,Shache,CN,38.42,77.24,53.29,36,16,12.91,few clouds
508,Potiskum,NG,11.71,11.07,77.11,21,85,7.99,overcast clouds
509,Tarko-Sale,RU,64.92,77.78,14.79,97,96,8.5,overcast clouds
510,Nabire,ID,-3.37,135.48,82.04,73,85,5.68,overcast clouds
511,Kathu,TH,7.92,98.33,82.99,83,75,5.82,broken clouds
512,Kolpashevo,RU,58.31,82.91,30.2,97,100,8.68,overcast clouds
513,Tucumcari,US,35.17,-103.72,39.2,55,1,6.93,clear sky
514,Meulaboh,ID,4.14,96.13,85.84,64,50,0.67,light rain
515,Sangar,RU,63.92,127.47,18.77,96,100,14.25,light snow
516,Umtata,ZA,-31.59,28.78,71.6,43,88,3.36,overcast clouds
517,Coahuayana,MX,18.73,-103.68,80.65,87,76,1.72,light rain
518,Broome,US,42.25,-75.83,64.0,82,20,8.05,few clouds
519,Santa Cruz,BO,-17.8,-63.17,80.6,65,60,6.93,broken clouds
520,Kuusamo,FI,65.97,29.18,24.8,85,90,8.05,overcast clouds
521,Hvolsvollur,IS,63.75,-20.22,39.99,84,83,8.99,broken clouds
522,Zhuhai,CN,22.28,113.57,73.4,56,20,16.11,few clouds
523,Houma,US,29.6,-90.72,72.0,100,1,1.61,clear sky
524,Esna,EG,25.29,32.55,69.8,43,0,3.36,clear sky
525,Sokolka,PL,53.41,23.5,54.0,100,100,4.21,light rain
526,Vuktyl,RU,63.86,57.31,22.32,92,100,10.04,overcast clouds
527,Sheksna,RU,59.21,38.51,44.71,79,91,15.17,overcast clouds
528,Ranong,TH,9.97,98.63,80.6,94,75,3.36,broken clouds
529,Pascagoula,US,30.37,-88.56,75.2,94,1,3.36,clear sky
530,Badvel,IN,14.75,79.05,82.29,72,0,4.27,clear sky
531,Iskateley,RU,67.68,53.15,20.82,93,93,12.68,overcast clouds
532,Balabac,PH,7.99,117.06,82.96,78,100,10.09,overcast clouds
533,Tahoua,NE,14.89,5.27,80.64,16,0,11.74,clear sky
534,Antalaha,MG,-14.9,50.28,70.88,81,1,6.51,clear sky
535,Arlit,NE,18.74,7.39,78.22,16,0,12.21,clear sky
536,Diffa,NE,13.32,12.61,79.74,32,23,10.51,few clouds
537,Puerto Penasco,MX,31.32,-113.53,75.0,73,99,3.0,overcast clouds
538,Nueva Loja,EC,0.08,-76.88,73.11,83,100,3.24,overcast clouds
539,Front Royal,US,38.92,-78.19,64.99,82,1,4.18,clear sky
540,Batemans Bay,AU,-35.72,150.18,66.0,88,100,5.01,light rain
541,Puerto Quijarro,BO,-17.78,-57.77,73.63,94,100,3.8,light rain
542,Dormidontovka,RU,47.77,134.91,32.79,99,100,11.9,snow
543,Belokurikha,RU,52.0,84.99,32.59,92,100,8.55,overcast clouds
544,Villa Carlos Paz,AR,-31.42,-64.5,69.01,99,98,0.72,light rain
545,Kazachinskoye,RU,57.7,93.28,33.73,87,1,6.8,clear sky
546,Pahrump,US,36.21,-115.98,64.99,26,79,1.01,broken clouds
547,Novoanninskiy,RU,50.53,42.67,55.99,72,100,3.0,overcast clouds
548,Kiama,AU,-34.68,150.87,77.0,68,100,4.0,moderate rain
549,Ibra,OM,22.69,58.53,72.99,19,0,7.47,clear sky
550,Shahrud,IR,36.42,54.98,47.21,58,0,2.77,clear sky
551,Itarema,BR,-2.92,-39.92,79.14,82,11,15.88,few clouds
552,Seydi,TM,39.48,62.91,46.6,52,56,7.11,broken clouds
553,Clarence Town,AU,-32.58,151.78,73.99,88,40,9.17,light intensity shower rain
554,Dunedin,NZ,-45.87,170.5,68.0,56,33,4.0,scattered clouds
555,Asyut,EG,27.18,31.18,69.8,52,0,10.29,clear sky
556,Kandrian,PG,-6.22,149.55,84.78,73,94,4.52,moderate rain
557,Bilma,NE,18.69,12.92,73.54,23,0,16.62,clear sky
558,Kismayo,SO,-0.36,42.55,79.77,82,28,15.46,scattered clouds
559,Grand-Santi,GF,4.25,-54.38,72.81,96,26,2.21,scattered clouds
560,Guebwiller,FR,47.92,7.2,55.0,93,0,4.7,clear sky
561,Raudeberg,NO,61.99,5.14,45.0,77,100,16.64,overcast clouds
562,Laguna,US,38.42,-121.42,68.0,52,1,8.05,clear sky
563,Lipari,IT,38.47,14.95,64.99,59,63,5.01,broken clouds
564,Sangmelima,CM,2.93,11.98,66.78,99,100,1.9,light rain
565,Udachnyy,RU,66.42,112.4,15.8,66,0,13.42,clear sky
566,Jaisalmer,IN,26.91,70.92,80.22,16,0,9.4,clear sky
567,Viani,CO,4.87,-74.56,55.4,82,75,4.7,broken clouds
568,Dumas,US,35.87,-101.97,36.0,64,1,6.55,clear sky
569,Datong,CN,40.09,113.29,50.02,38,0,3.42,clear sky
570,Paita,PE,-5.09,-81.11,63.27,83,100,9.31,overcast clouds
571,Batagay,RU,67.63,134.63,20.88,90,92,5.84,overcast clouds
572,Thyboron,DK,56.7,8.21,50.0,95,67,18.66,broken clouds
573,Ascope,PE,-7.71,-79.11,65.26,73,93,1.25,overcast clouds
574,Manavalakurichi,IN,8.13,77.3,82.4,74,20,13.47,haze
575,Sompeta,IN,18.93,84.6,82.81,64,7,2.98,clear sky
576,Varadero,CU,23.15,-81.25,77.0,100,100,4.7,overcast clouds
577,Atasu,KZ,48.68,71.64,25.75,90,7,6.17,clear sky
578,Atar,MR,20.52,-13.05,82.94,30,99,10.54,overcast clouds
579,Half Moon Bay,US,37.46,-122.43,61.0,93,75,4.47,mist
580,Kampene,CD,-3.6,26.67,66.81,95,100,1.32,overcast clouds
581,Manokwari,ID,-0.87,134.08,84.18,73,17,13.0,few clouds
582,Arkul,RU,57.28,50.04,38.98,97,100,4.43,moderate rain
583,Surt,LY,31.21,16.59,66.45,66,0,3.51,clear sky
584,Hazorasp,UZ,41.32,61.07,48.2,66,0,4.7,clear sky
585,Lososina,RU,49.0,140.31,41.85,88,100,10.85,light rain
586,Aquiraz,BR,-3.9,-38.39,80.6,83,40,13.87,scattered clouds
587,Kargat,RU,55.2,80.28,28.38,96,100,9.24,overcast clouds
588,Shimoda,JP,34.67,138.95,69.8,43,20,11.41,few clouds
589,Novopokrovka,UA,49.84,36.55,53.6,71,0,2.24,light rain
590,Yenagoa,NG,4.92,6.26,74.75,94,94,2.64,overcast clouds
591,Owando,CG,-0.48,15.9,70.72,99,100,2.77,light rain
592,Yancheng,CN,33.39,120.13,61.95,35,0,5.46,clear sky
593,Yar-Sale,RU,66.83,70.83,21.07,96,100,7.52,overcast clouds
594,Mata De Sao Joao,BR,-12.53,-38.3,78.8,78,20,10.29,few clouds
595,Almeirim,BR,-1.52,-52.58,81.41,62,6,6.62,clear sky
596,Hun,LY,29.13,15.95,56.39,79,0,4.97,clear sky
597,Harnosand,SE,62.63,17.94,32.0,100,22,1.12,few clouds
598,Pisco,PE,-13.7,-76.22,62.6,82,0,13.87,clear sky
599,Conceicao Da Barra,BR,-18.59,-39.73,72.36,90,69,7.92,light rain
600,Iquitos,PE,-3.75,-73.25,71.6,94,40,1.25,light rain
601,Bloomington,US,44.84,-93.3,32.0,96,90,12.75,overcast clouds
602,Ucluelet,CA,48.93,-125.55,48.0,91,93,5.68,overcast clouds
603,Primorsk,UA,46.73,36.34,61.83,81,100,10.04,overcast clouds
604,Carroll,US,39.55,-77.02,62.01,92,0,7.63,clear sky
605,Kihei,US,20.79,-156.47,87.8,55,40,8.05,scattered clouds
606,Ixtapa,MX,20.7,-105.2,86.0,74,20,3.36,few clouds
607,Roma,US,43.21,-75.46,66.2,68,1,5.82,clear sky
608,Gopalur,IN,16.62,77.8,78.94,69,0,2.68,clear sky
609,Mehamn,NO,71.04,27.85,36.57,92,100,24.83,light rain
610,Shemonaikha,KZ,50.63,81.91,32.81,87,67,10.6,broken clouds
611,Severomuysk,RU,56.15,113.43,28.6,87,64,1.28,broken clouds
612,Kodinsk,RU,58.69,99.18,35.98,83,91,7.14,overcast clouds
613,Perpignan,FR,42.75,2.75,57.99,71,0,3.36,clear sky
614,Palauig,PH,15.44,119.9,84.6,71,100,6.26,light rain
615,Mwinilunga,ZM,-11.74,24.43,62.96,69,77,3.6,broken clouds
616,Neftekamsk,RU,56.09,54.27,38.1,97,100,10.02,moderate rain
617,Putina,PE,-15.47,-69.43,46.49,75,4,4.38,clear sky
618,Necochea,AR,-38.55,-58.74,52.0,92,4,5.01,clear sky
619,Tay Ninh,VN,11.3,106.1,83.44,69,100,3.31,overcast clouds
620,Grand Gaube,MU,-20.01,57.66,72.0,71,66,1.99,broken clouds
621,Ozinki,RU,51.18,49.68,51.31,93,100,14.05,light rain
622,Kalabo,ZM,-14.97,22.68,66.7,31,0,4.27,clear sky
623,Khorixas,NA,-20.37,14.97,62.98,61,53,3.0,broken clouds
624,Saint-Louis,SN,16.33,-15.0,88.36,16,0,9.98,clear sky
625,Murwara,IN,23.85,80.4,76.14,51,0,3.65,clear sky
626,Caninde,BR,-4.36,-39.31,76.53,79,57,2.95,broken clouds
627,Sao Felix Do Xingu,BR,-6.64,-51.99,73.54,93,100,1.9,heavy intensity rain
628,Natal,BR,-5.79,-35.21,77.0,94,75,4.7,broken clouds
629,Kwakoa,TZ,-3.77,37.72,66.06,84,34,1.9,scattered clouds
630,Constitucion,CL,-35.33,-72.42,49.95,78,0,8.03,clear sky
631,Axim,GH,4.87,-2.24,76.6,89,64,4.74,light rain
632,Kondoa,TZ,-4.9,35.78,58.75,93,46,4.34,scattered clouds
633,Borba,BR,-4.39,-59.59,75.87,94,84,2.13,broken clouds
634,Leopoldov,SK,48.45,17.76,50.0,93,99,1.12,fog
635,Unai,BR,-16.36,-46.91,69.62,89,99,2.73,moderate rain
636,Balikpapan,ID,-1.27,116.83,86.0,79,20,4.7,few clouds
637,Aguas Vermelhas,BR,-15.75,-41.46,63.52,94,55,3.36,broken clouds
638,Namatanai,PG,-3.67,152.43,86.36,60,25,3.71,scattered clouds
639,Abu Samrah,SY,35.3,37.18,64.4,29,0,5.48,clear sky
640,Aykhal,RU,66.0,111.5,15.8,66,0,13.42,clear sky
641,Kalemie,CD,-5.95,29.19,71.35,80,79,5.5,broken clouds
642,Saint-Joseph,RE,-21.37,55.62,73.4,73,40,8.05,scattered clouds
643,Canon City,US,38.44,-105.24,32.0,92,90,4.32,overcast clouds
644,Kahului,US,20.89,-156.47,87.8,55,40,8.05,scattered clouds
645,Myatlevo,RU,54.9,35.68,48.99,93,18,6.71,few clouds
646,Gondanglegi,ID,-7.75,112.01,89.38,54,1,7.27,clear sky
647,Bubaque,GW,11.28,-15.83,83.62,74,78,7.11,broken clouds
648,Kirakira,SB,-10.45,161.92,84.2,76,83,7.09,moderate rain
649,Bukoba,TZ,-1.33,31.81,64.04,86,43,4.94,scattered clouds
650,La Ceiba,HN,15.76,-86.78,79.74,77,100,3.67,overcast clouds
651,Yumen,CN,40.28,97.2,51.08,36,0,4.99,clear sky
652,Alugan,PH,12.22,125.48,84.83,77,98,4.09,overcast clouds
653,Guane,CU,22.2,-84.09,77.09,91,96,6.24,overcast clouds
654,Hammerfest,NO,70.66,23.68,35.6,93,75,33.33,broken clouds
655,Jinchang,CN,38.5,102.17,52.9,37,0,5.39,clear sky
656,Tual,ID,-5.67,132.75,82.62,78,11,9.13,light rain
657,Kavaratti,IN,10.57,72.64,80.56,77,90,11.95,overcast clouds
658,Chulakivka,UA,46.36,32.35,57.2,100,90,4.94,fog
659,Maryville,US,35.76,-83.97,69.8,77,75,3.36,broken clouds
660,Katsuura,JP,35.13,140.3,68.0,45,40,12.75,scattered clouds
661,Quelimane,MZ,-17.88,36.89,66.09,97,5,2.66,clear sky
662,Kushima,JP,31.46,131.23,66.2,48,40,18.34,scattered clouds
663,Civitavecchia,IT,42.09,11.8,59.0,98,94,1.01,light rain
664,Cessnock,AU,-32.83,151.35,73.99,94,100,7.16,moderate rain
665,Rio Gallegos,AR,-51.62,-69.22,44.6,75,0,6.93,clear sky
666,Zvishavane,ZW,-20.33,30.07,64.0,69,0,3.06,clear sky
667,Salta,AR,-24.79,-65.41,73.4,64,40,6.93,scattered clouds
668,Roald,NO,62.58,6.13,42.8,60,100,13.87,light rain
669,Belyy Yar,RU,53.6,91.39,35.6,93,40,3.24,light intensity shower rain
670,Dunkirk,FR,51.05,2.37,53.01,93,78,12.66,broken clouds
671,Panaba,MX,21.28,-88.27,77.09,93,100,6.33,overcast clouds
672,Morant Bay,JM,17.88,-76.41,75.2,94,90,5.82,overcast clouds
